organization,abbreviation,type,domain,scope,hq_country,founded,url,pep_url,pep_label
United Nations Capital Development Fund,UNCDF,UN system body,Finance & development,Global,United States,1966,https://www.uncdf.org,https://www.uncdf.org/governance-and-funding,Governance and Funding
United Nations Development Programme,UNDP,UN system body,Finance & development,Global,United States,1965,https://www.undp.org,https://www.undp.org/our-leadership,Our leadership
United Nations Economic and Social Commission for Asia and the Pacific,ESCAP,UN system body,Finance & development,Regional,Thailand,1947,https://www.unescap.org,https://www.unescap.org/senior-management,Senior Management Team
United Nations Economic and Social Commission for Asia and the Pacific,ESCAP,UN system body,Finance & development,Regional,Thailand,1947,https://www.unescap.org,https://www.unescap.org/about/secretariat,Secretariat
United Nations Economic and Social Commission for Western Asia,ESCWA,UN system body,Finance & development,Regional,Lebanon,1973,https://www.unescwa.org,https://www.unescwa.org/about/leadership,Leadership
United Nations Economic and Social Commission for Western Asia,ESCWA,UN system body,Finance & development,Regional,Lebanon,1973,https://www.unescwa.org,https://www.unescwa.org/about/committees/executive,Executive Committee
United Nations Economic and Social Council,ECOSOC,UN system body,Finance & development,Global,United States,1945,https://www.un.org/ecosoc,https://ecosoc.un.org/en/about-us/bureau,Bureau
United Nations Economic and Social Council,ECOSOC,UN system body,Finance & development,Global,United States,1945,https://www.un.org/ecosoc,https://ecosoc.un.org/en/about-us/president,President
United Nations Economic Commission for Africa,ECA,UN system body,Finance & development,Regional,Ethiopia,1958,https://www.uneca.org,https://www.uneca.org/leadership,Leadership
United Nations Economic Commission for Africa,ECA,UN system body,Finance & development,Regional,Ethiopia,1958,https://www.uneca.org,https://www.uneca.org/executive-secretary,Executive Secretary
United Nations Economic Commission for Europe,UNECE,UN system body,Finance & development,Regional,Switzerland,1947,https://unece.org,https://unece.org/governance-framework,Governance Framework
United Nations Economic Commission for Europe,UNECE,UN system body,Finance & development,Regional,Switzerland,1947,https://unece.org,https://unece.org/executive-secretary-1,Executive Secretary
United Nations Economic Commission for Latin America and the Caribbean,ECLAC,UN system body,Finance & development,Regional,Chile,1948,https://www.cepal.org,https://www.cepal.org/en/senior-staff-directory,Senior Staff Directory
United Nations Economic Commission for Latin America and the Caribbean,ECLAC,UN system body,Finance & development,Regional,Chile,1948,https://www.cepal.org,https://www.cepal.org/en/staff/jose-manuel-salazar-xirinachs,Executive Secretary
United Nations Economic Commission for Latin America and the Caribbean,ECLAC,UN system body,Finance & development,Regional,Chile,1948,https://www.cepal.org,https://www.cepal.org/en/about/former-executive-secretaries,Former Executive Secretaries
United Nations Office for Project Services,UNOPS,UN system body,Finance & development,Global,Denmark,1973,https://www.unops.org,https://www.unops.org/about/our-story/leadership,Leadership
United Nations Office for Project Services,UNOPS,UN system body,Finance & development,Global,Denmark,1973,https://www.unops.org,https://www.unops.org/about/governance/executive-board,Executive Board
United Nations Office for Project Services,UNOPS,UN system body,Finance & development,Global,Denmark,1973,https://www.unops.org,https://www.unops.org/about/our-story/leadership/executive-director,Executive Director
United Nations General Assembly,UNGA,UN system body,General,Global,United States,1945,https://www.un.org/en/ga,https://www.un.org/en/ga/general/general.shtml,General Committee
United Nations General Assembly,UNGA,UN system body,General,Global,United States,1945,https://www.un.org/en/ga,https://www.un.org/en/ga/president/bios/,President bios
United Nations Secretariat,UN,UN system body,General,Global,United States,1945,https://www.un.org,https://www.un.org/sg/en/content/senior-management-group,Senior Management Group
United Nations Secretariat,UN,UN system body,General,Global,United States,1945,https://www.un.org,https://www.un.org/sg/en/global-leadership/home,Leadership Team
United Nations Secretariat,UN,UN system body,General,Global,United States,1945,https://www.un.org,https://www.un.org/dgacm/en/content/protocol/senior-officials,Senior Officials
Joint United Nations Programme on HIV/AIDS,UNAIDS,UN system body,Health,Global,Switzerland,1994,https://www.unaids.org,https://www.unaids.org/en/aboutunaids/unaidsleadership,UNAIDS Leadership
Joint United Nations Programme on HIV/AIDS,UNAIDS,UN system body,Health,Global,Switzerland,1994,https://www.unaids.org,https://www.unaids.org/en/unaidsprogrammecoordinatingboard/pcb-bureau,PCB Bureau
Joint United Nations Programme on HIV/AIDS,UNAIDS,UN system body,Health,Global,Switzerland,1994,https://www.unaids.org,https://www.unaids.org/en/whoweare/governance,Governance
Pan American Health Organization,PAHO,UN system body,Health,Regional,United States,1902,https://www.paho.org,https://www.paho.org/en/executive-management,Executive Management
Pan American Health Organization,PAHO,UN system body,Health,Regional,United States,1902,https://www.paho.org,https://www.paho.org/en/dr-jarbas-barbosa-paho-who-director,Director
Pan American Health Organization,PAHO,UN system body,Health,Regional,United States,1902,https://www.paho.org,https://www.paho.org/en/governance/executive-committee,Executive Committee
United Nations Population Fund,UNFPA,UN system body,Health,Global,United States,1969,https://www.unfpa.org,https://www.unfpa.org/about/diene-keita,Executive Director
United Nations Population Fund,UNFPA,UN system body,Health,Global,United States,1969,https://www.unfpa.org,https://www.unfpa.org/about/Andrew-Saberton,Deputy Executive Director
United Nations Population Fund,UNFPA,UN system body,Health,Global,United States,1969,https://www.unfpa.org,https://www.unfpa.org/leaders-advocates,Leaders and advocates
World Health Organization,WHO,UN system body,Health,Global,Switzerland,1948,https://www.who.int,https://www.who.int/director-general/who-headquarters-leadership-team,HQ Leadership Team
World Health Organization,WHO,UN system body,Health,Global,Switzerland,1948,https://www.who.int,https://www.who.int/director-general/tedros-adhanom-ghebreyesus,Director-General
World Health Organization,WHO,UN system body,Health,Global,Switzerland,1948,https://www.who.int,https://www.who.int/director-general/regional-directors,Regional Directors
Office of the United Nations High Commissioner for Refugees,UNHCR,UN system body,Humanitarian,Global,Switzerland,1950,https://www.unhcr.org,https://www.unhcr.org/about-unhcr/overview/high-commissioner/senior-executive-team,Senior Executive Team
Office of the United Nations High Commissioner for Refugees,UNHCR,UN system body,Humanitarian,Global,Switzerland,1950,https://www.unhcr.org,https://www.unhcr.org/about-unhcr/overview/high-commissioner,High Commissioner
Office of the United Nations High Commissioner for Refugees,UNHCR,UN system body,Humanitarian,Global,Switzerland,1950,https://www.unhcr.org,https://www.unhcr.org/us/about-unhcr/governance-and-oversight/executive-committee,Executive Committee
United Nations Children's Fund,UNICEF,UN system body,Humanitarian,Global,United States,1946,https://www.unicef.org,https://www.unicef.org/who-we-are/executive-leadership,Executive Leadership
United Nations Children's Fund,UNICEF,UN system body,Humanitarian,Global,United States,1946,https://www.unicef.org,https://www.unicef.org/careers/executive-management,Executive Management
United Nations Children's Fund,UNICEF,UN system body,Humanitarian,Global,United States,1946,https://www.unicef.org,https://www.unicef.org/who-we-are/executive-director,Executive Director
United Nations Entity for Gender Equality and the Empowerment of Women,UN Women,UN system body,Humanitarian,Global,United States,2010,https://www.unwomen.org,https://www.unwomen.org/en/about-us/directorate,Executive Leadership
United Nations Entity for Gender Equality and the Empowerment of Women,UN Women,UN system body,Humanitarian,Global,United States,2010,https://www.unwomen.org,https://www.unwomen.org/en/about-us/directorate/executive-director,Executive Director
United Nations Entity for Gender Equality and the Empowerment of Women,UN Women,UN system body,Humanitarian,Global,United States,2010,https://www.unwomen.org,https://www.unwomen.org/en/executive-board/bureau,Executive Board Bureau
United Nations Human Settlements Programme,UN-Habitat,UN system body,Humanitarian,Global,Kenya,1978,https://unhabitat.org,https://unhabitat.org/about-us/leadership,Leadership
United Nations Human Settlements Programme,UN-Habitat,UN system body,Humanitarian,Global,Kenya,1978,https://unhabitat.org,https://unhabitat.org/our-secretariat,Our Secretariat
United Nations Human Settlements Programme,UN-Habitat,UN system body,Humanitarian,Global,Kenya,1978,https://unhabitat.org,https://unhabitat.org/governance/executive-board,Executive Board
United Nations Office for Disaster Risk Reduction,UNDRR,UN system body,Humanitarian,Global,Switzerland,1999,https://www.undrr.org,https://www.undrr.org/our-work/our-team,Our team
United Nations Office for Disaster Risk Reduction,UNDRR,UN system body,Humanitarian,Global,Switzerland,1999,https://www.undrr.org,https://www.undrr.org/our-team/kamal-kishore-biography,Special Representative biography
United Nations Office for the Coordination of Humanitarian Affairs,OCHA,UN system body,Humanitarian,Global,United States,1991,https://www.unocha.org,https://www.unocha.org/our-leadership,Our leadership
United Nations Relief and Works Agency for Palestine Refugees in the Near East,UNRWA,UN system body,Humanitarian,Global,Jordan,1949,https://www.unrwa.org,https://www.unrwa.org/who-we-are/our-leadership,Our leadership
United Nations Relief and Works Agency for Palestine Refugees in the Near East,UNRWA,UN system body,Humanitarian,Global,Jordan,1949,https://www.unrwa.org,https://www.unrwa.org/executive-office,Executive Office
United Nations Volunteers,UNV,UN system body,Humanitarian,Global,Germany,1970,https://www.unv.org,https://www.unv.org/about-unv/who-we-are,Who we are
United Nations Volunteers,UNV,UN system body,Humanitarian,Global,Germany,1970,https://www.unv.org,https://www.unv.org/toily-kurbanov-unv-executive-coordinator,Executive Coordinator
World Food Programme,WFP,UN system body,Humanitarian,Global,Italy,1961,https://www.wfp.org,https://www.wfp.org/governance-and-leadership,Governance and leadership
World Food Programme,WFP,UN system body,Humanitarian,Global,Italy,1961,https://www.wfp.org,https://executiveboard.wfp.org/about-board,Executive Board
Office of the United Nations High Commissioner for Human Rights,OHCHR,UN system body,Justice & law,Global,Switzerland,1993,https://www.ohchr.org,https://www.ohchr.org/en/about-us/global-leadership-team,Global Leadership Team
Office of the United Nations High Commissioner for Human Rights,OHCHR,UN system body,Justice & law,Global,Switzerland,1993,https://www.ohchr.org,https://www.ohchr.org/en/about-us/high-commissioner,High Commissioner
United Nations Office on Drugs and Crime,UNODC,UN system body,Justice & law,Global,Austria,1997,https://www.unodc.org,https://www.unodc.org/unodc/en/about-unodc/senior-leadership.html,Senior Leadership
United Nations Office on Drugs and Crime,UNODC,UN system body,Justice & law,Global,Austria,1997,https://www.unodc.org,https://www.unodc.org/unodc/en/about-unodc/leadership.html,UNODC leadership
International Labour Organization,ILO,UN system body,Labour,Global,Switzerland,1919,https://www.ilo.org,https://www.ilo.org/about-ilo/ilo-director-general,Director-General
International Labour Organization,ILO,UN system body,Labour,Global,Switzerland,1919,https://www.ilo.org,https://www.ilo.org/ilo-governing-body,Governing Body
International Labour Organization,ILO,UN system body,Labour,Global,Switzerland,1919,https://www.ilo.org,https://www.ilo.org/resource/other/officers-ilo-governing-body,Governing Body officers
United Nations Research Institute for Social Development,UNRISD,UN system body,Science & culture,Global,Switzerland,1963,https://www.unrisd.org,,
United Nations Department of Political and Peacebuilding Affairs,DPPA,UN system body,Security & defense,Global,United States,1992,https://dppa.un.org,https://dppa.un.org/en/leadership,Leadership
United Nations Department of Political and Peacebuilding Affairs,DPPA,UN system body,Security & defense,Global,United States,1992,https://dppa.un.org,https://dppa.un.org/en/office-of-under-secretary-general,Office of Under-Secretary-General
United Nations Security Council,UNSC,UN system body,Security & defense,Global,United States,1945,https://www.un.org/securitycouncil,https://main.un.org/securitycouncil/en/content/current-members,Current Members
United Nations Security Council,UNSC,UN system body,Security & defense,Global,United States,1945,https://www.un.org/securitycouncil,https://main.un.org/securitycouncil/en/content/presidency,Presidency
World Intellectual Property Organization,WIPO,UN system body,Standards & tech,Global,Switzerland,1967,https://www.wipo.int,https://www.wipo.int/en/web/about-wipo/activities-by-unit/management,Sector Leads / management
World Intellectual Property Organization,WIPO,UN system body,Standards & tech,Global,Switzerland,1967,https://www.wipo.int,https://www.wipo.int/en/web/director-general,Director General
International Telecommunication Union,ITU,UN system body,Telecom & postal,Global,Switzerland,1865,https://www.itu.int,https://www.itu.int/en/about/Pages/leadership.aspx,ITU leadership
